TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.487619048,-353.627,40.1561,3.64953,12.7221,12.3294,2.7478,0.661729,2.94553,2.20038,5.51722,-2.58718,-0.408751,-4.53131,-1.20521,-0.330573,4.236,0.80559,-0.30845,-4.93302,-1.43516,-1.0001
0.510839002,-355.793,39.2449,6.17791,9.60731,9.03981,6.76572,4.19437,-0.487162,-1.83342,6.00841,-1.08408,0.190036,-3.05285,0.296467,0.591039,3.9758,-1.20119,-0.0522466,-6.19287,0.0241025,-1.75123
0.534058957,-353.29,37.2469,5.6158,10.7466,11.7176,5.32668,2.38795,2.31154,-0.857718,4.75911,-1.67736,0.438633,-2.20511,-0.187124,-1.50075,3.03002,0.434168,-0.949705,-6.21159,-2.00659,-1.28205
0.557278912,-352.803,39.9763,5.36886,8.1002,10.2071,6.46292,3.2844,4.73733,-0.660226,3.13682,-1.65196,1.54752,-2.58366,0.217426,-0.536833,1.81739,-0.757885,-0.829423,-8.7454,-1.06918,-0.811495
0.580498866,-354.088,39.5051,5.33776,11.5169,11.5079,4.98126,4.10592,1.24847,-1.53131,6.65691,0.647375,1.35489,-3.67309,-2.78299,-2.18646,3.93366,-0.794679,-1.02003,-5.667,-1.89578,-2.02287
0.603718821,-352.528,38.4605,5.01093,11.834,12.8432,5.85762,3.44132,4.0627,-2.34136,4.42801,-1.16314,1.22749,-4.25893,-0.734032,-0.715608,4.07036,-1.77463,-0.886739,-6.65049,-2.01941,-1.42266
0.626938776,-353.75,38.6919,7.04553,12.5897,10.5203,4.04298,4.05785,3.99524,0.756172,2.8033,-3.39601,2.33899,-4.03009,-1.19766,-2.49702,2.44515,1.77183,-0.295724,-6.72957,-0.193326,-1.42327
0.650158730,-353.428,39.6015,7.3124,11.1841,10.1273,3.68324,3.03236,3.51003,0.0344825,4.42186,-0.743174,-0.178615,-4.65654,-1.22595,-2.07849,4.05454,-0.0544506,0.203138,-6.71878,-0.830863,-0.217558
0.673378685,-356.195,39.1118,8.33272,11.59,9.02647,4.93164,2.89954,1.94289,-0.494653,4.80731,-1.79365,-0.0868984,-3.37875,-0.797907,-1.02265,4.20846,-1.64073,-2.11832,-5.0287,0.126154,0.958738
0.696598639,-357.991,37.3046,7.11289,13.2256,8.97034,7.01726,3.93235,1.11727,-2.30781,4.57519,-2.25497,1.35684,-1.96681,-0.888673,-1.47016,3.02638,0.313035,-0.741646,-5.89661,0.935771,0.293907
0.719818594,-359.95,37.1259,7.60927,11.7663,11.2353,4.61274,3.44987,3.11462,0.932437,4.81142,-3.942,0.698192,-1.70563,-0.234332,-1.30323,3.26601,0.417112,0.981747,-6.33267,0.333833,0.276308
0.743038549,-357.953,38.1651,6.01628,11.6189,11.0551,4.35988,2.66956,5.57442,-0.910297,6.73154,-2.07585,1.05136,-2.5674,-0.678792,-0.777112,3.33935,-1.08601,-1.04558,-6.45022,0.975456,-0.0182167
0.766258503,-357.188,38.0141,6.19039,12.1259,11.6791,6.09643,1.85769,4.19945,0.87035,7.35827,-1.41411,0.704084,-3.78968,-1.20909,-0.782438,4.51865,-0.852089,-1.25875,-6.99436,-1.1635,-0.658789
0.789478458,-356.064,38.9391,7.41714,13.0181,10.1323,5.51407,3.3978,3.79432,1.58731,6.20414,-3.10182,1.01136,-3.1009,-2.89744,-1.44418,4.96282,-0.33478,-0.633012,-6.78241,-1.31355,-0.386773
0.812698413,-354.332,39.3391,7.37851,12.8978,11.463,5.54061,3.08858,3.82602,0.213021,6.69231,-2.95949,-1.94492,-3.76152,-1.12242,0.343482,4.66738,-1.07996,-1.61838,-6.78322,-1.06808,-0.377148
0.835918367,-352.898,40.086,5.3593,13.7979,13.8668,4.47567,2.24772,2.77089,-0.211591,7.12818,-2.04445,-0.719768,-5.13155,-2.4505,-0.0954866,6.1565,-0.161626,-2.6818,-7.49561,-2.15832,-0.299413
0.859138322,-353.984,40.5081,7.67309,12.2207,11.4734,5.78976,0.946911,1.95382,0.632912,6.72495,-2.42497,-0.529573,-3.41683,-1.17403,0.00816384,4.14752,-1.20333,-1.98343,-7.59313,-1.65719,0.00976391
0.882358277,-355.106,39.081,10.1415,13.3613,9.7787,2.19832,0.69901,4.2888,1.34687,6.79984,-3.22807,-2.08356,-3.51365,-0.758589,-1.03597,4.67824,-0.979018,-1.19744,-5.77348,-1.84657,-0.392159
0.905578231,-352.325,39.4273,6.784,9.74253,10.752,5.4648,2.84662,2.31058,-0.494241,5.7866,-2.69191,-1.73205,-2.98169,-0.635424,0.970749,3.69898,-0.73888,0.209994,-6.69498,-1.10944,-0.939111
0.928798186,-354.632,38.9433,5.02598,9.04603,11.7573,6.42976,3.13293,1.43077,-0.390774,4.54437,-3.92259,0.386029,-3.66691,1.32237,-0.700998,4.60082,-0.200381,-0.146995,-5.28756,0.478892,-0.348935
0.952018141,-356.016,37.8932,6.39747,11.3281,10.2985,5.35963,3.24765,3.59262,-0.147011,4.85407,-3.315,-1.90793,-3.81217,2.97088,0.652078,3.44517,-1.94242,0.4593,-7.73946,-0.964873,-0.491287
0.975238095,-352.711,38.865,4.15283,10.1742,10.1562,5.98411,4.4355,4.86814,0.633,2.83812,-2.49566,-0.245902,-3.02231,-0.710306,1.44897,3.33853,-2.01853,-1.1908,-7.80187,-0.463667,1.36566
0.998458050,-354.659,38.8896,5.822,11.4823,7.89575,5.7918,6.46531,4.94477,-0.206075,4.36013,-3.81976,0.354191,-4.12133,0.232137,0.72304,3.07435,-3.46104,-2.18849,-5.35197,-1.02598,-0.334683
1.021678005,-353.578,39.3266,4.74101,12.4502,11.5304,6.1189,5.2197,3.41674,-0.648037,5.08489,-4.56706,0.279348,-2.49288,-0.390663,-1.36352,3.23765,-1.24484,-1.75221,-5.93935,-0.713443,-0.362858
1.044897959,-350.923,39.4592,5.25992,12.8859,10.4202,6.58766,5.00769,3.63153,-0.36609,4.01556,-5.0333,0.613005,-3.13146,-1.05398,-0.696849,2.41291,-2.37759,-0.925752,-4.81105,0.311368,0.708421
1.068117914,-350.477,40.1776,6.63621,10.6561,10.6953,6.21096,4.02226,2.95662,-0.626402,3.73455,-2.23618,-0.135971,-2.40739,-2.70198,-1.5068,1.74379,-2.07443,0.0186208,-4.04679,-0.227649,0.644862
1.091337868,-352.635,38.7173,7.4893,12.2168,11.8044,4.35645,4.34718,2.53368,-0.955477,4.49266,-4.87202,-0.309163,-2.87663,-1.38407,0.0685647,2.53784,-2.00143,-1.33066,-3.75141,1.08094,0.310817
1.114557823,-355.444,37.6302,5.52312,12.4209,12.8552,5.35884,4.15194,4.72117,-0.49783,3.56119,-4.07362,-1.6567,-4.83276,0.164536,-0.249183,3.02362,-1.70505,-0.383963,-3.53409,1.45724,0.103377
1.137777778,-354.842,36.6523,5.7948,12.9264,11.9996,8.07702,-0.130624,3.1533,0.401551,5.03888,-2.46567,-0.189821,-5.09201,-1.03617,-0.364684,4.31091,-0.755219,0.796929,-3.1997,0.503649,-0.603766
1.160997732,-354.384,37.2024,5.22912,13.2699,12.2736,5.87161,3.81176,3.01149,-1.11488,5.39066,-2.51679,-1.02692,-2.86624,0.688567,-0.354786,2.15825,-0.186376,0.469781,-4.26405,1.26581,0.0581762
